Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
5361,Finance,Other,32,Developer,2022-09-25 08:03:05.556036,1,Bachelor,2,6000.0,37,16,8,3,50,2,73,1,1.96,False
5362,Legal,Male,54,Technician,2015-05-21 08:03:05.556036,9,Bachelor,3,4550.0,57,41,25,14,50,9,10,1,5.0,False
5363,Legal,Female,56,Manager,2021-01-27 08:03:05.556036,3,Bachelor,1,6600.0,35,1,11,1,25,16,61,2,1.24,True
5364,Finance,Female,36,Specialist,2021-03-15 08:03:05.556036,3,High School,4,6300.0,38,1,6,8,0,10,41,0,2.59,False
5365,HR,Male,25,Manager,2016-08-30 08:03:05.556036,8,Bachelor,3,7800.0,39,0,29,6,75,13,4,0,4.13,False
5366,Legal,Female,22,Technician,2018-03-08 08:03:05.556036,6,PhD,2,4200.0,50,26,15,2,75,4,43,1,5.0,False
5367,Engineering,Female,30,Engineer,2015-03-03 08:03:05.556036,9,Bachelor,4,8400.0,52,3,7,9,75,3,73,2,4.73,True
5368,Engineering,Female,30,Manager,2016-07-10 08:03:05.556036,8,Bachelor,2,7200.0,56,27,22,9,75,17,78,2,1.04,False
5369,Legal,Other,50,Specialist,2023-04-25 08:03:05.556036,1,High School,1,4950.0,41,39,29,8,100,13,75,1,1.7,False
5370,Finance,Female,24,Technician,2023-01-07 08:03:05.556036,1,Bachelor,2,4200.0,30,20,15,1,75,18,45,2,2.16,False
5371,Sales,Female,56,Manager,2016-09-13 08:03:05.556036,7,Bachelor,4,8400.0,44,36,8,1,25,16,6,2,4.12,False
5372,IT,Male,46,Manager,2014-11-27 08:03:05.556036,9,PhD,3,7800.0,41,36,10,0,0,14,37,2,1.13,False
5373,Engineering,Male,44,Developer,2024-08-30 08:03:05.556036,0,Bachelor,5,7500.0,51,47,23,2,75,18,68,0,1.9,False
5374,Operations,Female,34,Technician,2017-12-01 08:03:05.556036,6,High School,2,4200.0,38,27,27,13,75,17,29,0,4.69,False
5375,Finance,Female,43,Analyst,2018-06-21 08:03:05.556036,6,Bachelor,1,4400.0,35,42,14,8,50,3,51,1,3.84,False
5376,IT,Male,30,Analyst,2024-03-26 08:03:05.556036,0,Bachelor,5,6000.0,41,33,6,3,100,6,93,0,2.91,False
5377,Marketing,Female,55,Technician,2016-04-24 08:03:05.556036,8,Bachelor,4,4900.0,51,46,22,11,50,12,91,1,4.1,False
5378,Engineering,Female,26,Analyst,2018-02-06 08:03:05.556036,6,High School,2,4800.0,59,49,21,2,0,9,58,0,2.23,False
5379,Operations,Male,27,Consultant,2018-07-14 08:03:05.556036,6,Bachelor,3,7150.0,34,39,18,8,50,12,5,2,4.44,False
5380,Legal,Male,48,Technician,2017-09-15 08:03:05.556036,6,Bachelor,2,4200.0,58,6,12,10,100,2,17,0,4.33,False
5381,Sales,Other,28,Manager,2024-08-29 08:03:05.556036,0,Bachelor,5,9000.0,37,34,29,10,50,2,25,2,1.66,False
5382,Operations,Male,54,Developer,2016-01-23 08:03:05.556036,8,Master,5,7500.0,46,10,17,8,100,1,26,0,3.97,False
5383,HR,Male,53,Manager,2015-12-05 08:03:05.556036,8,Bachelor,5,9000.0,56,23,11,11,25,17,81,2,3.16,False
5384,Sales,Male,53,Specialist,2017-12-25 08:03:05.556036,6,High School,1,4950.0,56,2,4,5,50,19,38,2,1.42,False
5385,Legal,Male,46,Manager,2019-10-27 08:03:05.556036,4,Bachelor,5,9000.0,34,15,10,6,25,14,57,2,1.2,False
5386,Marketing,Male,29,Manager,2018-05-11 08:03:05.556036,6,Bachelor,3,7800.0,34,41,13,3,25,14,69,2,1.52,False
5387,Marketing,Female,40,Specialist,2023-12-10 08:03:05.556036,0,Bachelor,3,5850.0,55,14,0,0,25,9,5,1,3.36,False
5388,Sales,Female,53,Analyst,2017-08-18 08:03:05.556036,7,Master,4,5600.0,37,22,0,8,0,18,50,1,2.91,False
5389,Finance,Female,46,Consultant,2019-08-30 08:03:05.556036,5,Bachelor,4,7700.0,42,42,8,9,50,7,36,0,2.55,False
5390,Marketing,Female,37,Technician,2022-09-20 08:03:05.556036,1,Bachelor,3,4550.0,49,40,25,7,100,13,6,0,4.95,False
5391,Operations,Male,23,Technician,2015-04-27 08:03:05.556036,9,Bachelor,4,4900.0,55,22,27,10,50,13,5,1,2.1,False
5392,Marketing,Male,53,Specialist,2024-07-19 08:03:05.556036,0,Master,5,6750.0,44,10,18,3,75,8,21,2,3.45,False
5393,Customer Support,Female,32,Specialist,2023-12-04 08:03:05.556036,0,Bachelor,3,5850.0,40,5,17,11,75,13,72,2,3.31,False
5394,IT,Female,23,Specialist,2020-01-30 08:03:05.556036,4,Master,2,5400.0,41,39,11,9,75,7,65,1,1.47,False
5395,Legal,Female,57,Manager,2020-11-25 08:03:05.556036,3,PhD,4,8400.0,49,7,24,9,75,7,12,2,2.3,False
5396,Sales,Male,47,Technician,2022-11-26 08:03:05.556036,1,Bachelor,5,5250.0,39,26,6,11,75,8,46,1,1.96,False
5397,Finance,Male,37,Analyst,2016-01-02 08:03:05.556036,8,PhD,2,4800.0,48,36,11,8,75,12,29,0,3.8,False
5398,Customer Support,Female,49,Technician,2022-02-23 08:03:05.556036,2,High School,3,4550.0,57,38,1,9,100,19,3,1,1.69,False
5399,Legal,Male,32,Specialist,2018-02-08 08:03:05.556036,6,Master,5,6750.0,41,29,24,12,100,12,89,2,1.03,False
5400,IT,Male,33,Specialist,2018-04-19 08:03:05.556036,6,Bachelor,1,4950.0,58,32,17,4,0,1,51,1,2.92,False
5401,Customer Support,Female,48,Manager,2024-08-12 08:03:05.556036,0,Master,1,6600.0,47,27,23,12,50,14,34,2,1.01,False
5402,Marketing,Female,43,Specialist,2020-12-22 08:03:05.556036,3,High School,3,5850.0,34,12,26,4,75,15,60,2,4.86,False
5403,IT,Male,24,Developer,2019-08-31 08:03:05.556036,5,High School,1,5500.0,51,34,3,11,50,16,74,0,4.24,False
5404,Marketing,Male,58,Developer,2020-08-23 08:03:05.556036,4,Bachelor,4,7000.0,47,3,3,2,100,18,90,1,2.43,False
5405,Engineering,Female,27,Engineer,2022-12-27 08:03:05.556036,1,Master,4,8400.0,41,0,23,3,75,8,78,0,2.95,False
5406,IT,Male,34,Developer,2017-07-02 08:03:05.556036,7,High School,5,7500.0,45,43,10,11,50,5,87,2,3.46,False
5407,Legal,Female,31,Technician,2017-12-29 08:03:05.556036,6,Bachelor,5,5250.0,41,16,6,6,75,16,13,2,3.15,False
5408,HR,Female,58,Technician,2019-09-02 08:03:05.556036,5,High School,5,5250.0,57,31,0,12,50,5,16,2,1.82,False
5409,Engineering,Female,41,Engineer,2017-03-22 08:03:05.556036,7,Bachelor,4,8400.0,53,5,18,11,0,11,94,0,4.67,False
5410,Operations,Female,32,Analyst,2022-04-27 08:03:05.556036,2,Bachelor,2,4800.0,49,41,2,2,100,7,14,2,4.95,False
5411,Operations,Male,55,Analyst,2019-08-24 08:03:05.556036,5,High School,1,4400.0,42,20,19,0,100,6,39,1,3.46,False
5412,IT,Male,23,Manager,2016-03-24 08:03:05.556036,8,Bachelor,5,9000.0,59,22,13,2,100,10,11,0,1.3,True
5413,Marketing,Female,42,Analyst,2016-03-25 08:03:05.556036,8,Bachelor,2,4800.0,45,22,3,3,50,18,34,0,4.86,True
5414,Customer Support,Female,59,Specialist,2017-03-23 08:03:05.556036,7,High School,3,5850.0,58,17,16,8,75,3,50,2,1.72,True
5415,Operations,Female,53,Specialist,2015-12-17 08:03:05.556036,8,High School,1,4950.0,32,6,15,11,100,17,63,1,3.12,False
5416,Finance,Female,60,Technician,2019-10-20 08:03:05.556036,4,High School,5,5250.0,40,46,9,1,75,6,57,0,3.8,False
5417,Engineering,Female,39,Analyst,2018-11-26 08:03:05.556036,5,Bachelor,5,6000.0,48,7,27,9,25,5,39,0,1.97,False
5418,Finance,Female,39,Developer,2020-11-20 08:03:05.556036,3,PhD,5,7500.0,41,11,10,9,0,17,61,1,3.07,False
5419,Legal,Female,27,Analyst,2020-10-30 08:03:05.556036,3,Bachelor,3,5200.0,54,4,14,4,25,8,73,1,2.38,False
5420,Marketing,Female,51,Developer,2016-01-31 08:03:05.556036,8,Bachelor,3,6500.0,43,39,10,5,75,16,11,1,2.81,False
5421,Legal,Female,22,Technician,2018-07-11 08:03:05.556036,6,PhD,3,4550.0,38,4,16,12,75,15,95,1,2.65,False
5422,IT,Female,60,Manager,2023-06-19 08:03:05.556036,1,Bachelor,5,9000.0,56,21,11,10,0,17,15,1,1.65,True
5423,Engineering,Male,33,Technician,2020-02-18 08:03:05.556036,4,Bachelor,3,4550.0,54,16,13,14,0,10,40,0,3.98,False
5424,Finance,Male,23,Technician,2016-09-23 08:03:05.556036,7,High School,1,3850.0,51,27,0,0,100,1,42,0,4.43,False
5425,Finance,Female,45,Developer,2019-11-10 08:03:05.556036,4,Bachelor,4,7000.0,60,43,5,8,100,1,65,2,1.83,False
5426,IT,Male,38,Manager,2016-03-12 08:03:05.556036,8,Bachelor,1,6600.0,31,42,11,11,50,1,43,1,2.31,False
5427,Finance,Female,52,Developer,2022-04-20 08:03:05.556036,2,High School,4,7000.0,60,44,15,10,25,16,85,0,3.53,False
5428,Legal,Female,26,Manager,2021-05-22 08:03:05.556036,3,Bachelor,3,7800.0,34,29,29,11,25,11,96,0,4.2,False
5429,Legal,Female,47,Engineer,2023-09-24 08:03:05.556036,0,Bachelor,2,7200.0,40,8,7,4,25,12,16,2,3.3,False
5430,Engineering,Male,56,Specialist,2015-08-15 08:03:05.556036,9,High School,3,5850.0,55,2,19,14,0,12,42,0,4.33,False
5431,HR,Male,45,Specialist,2014-12-11 08:03:05.556036,9,Master,1,4950.0,54,33,7,1,0,10,87,1,3.3,False
5432,IT,Male,23,Technician,2019-02-11 08:03:05.556036,5,High School,3,4550.0,55,35,21,0,75,5,63,1,2.92,True
5433,Operations,Female,55,Analyst,2020-09-25 08:03:05.556036,3,High School,2,4800.0,46,16,21,11,100,13,19,2,4.65,False
5434,Customer Support,Female,54,Consultant,2020-12-24 08:03:05.556036,3,High School,4,7700.0,55,29,17,14,100,16,29,1,3.29,True
5435,Legal,Male,53,Specialist,2020-01-07 08:03:05.556036,4,Bachelor,2,5400.0,42,15,6,11,25,6,77,1,1.61,False
5436,Finance,Male,25,Consultant,2022-05-01 08:03:05.556036,2,High School,2,6600.0,60,10,7,8,50,13,92,0,3.59,False
5437,Customer Support,Male,59,Manager,2015-09-25 08:03:05.556036,8,Bachelor,3,7800.0,58,36,15,11,75,12,47,1,3.31,False
5438,Engineering,Female,22,Technician,2018-12-02 08:03:05.556036,5,Bachelor,2,4200.0,57,15,6,14,50,6,84,1,4.23,False
5439,Customer Support,Female,29,Manager,2021-01-14 08:03:05.556036,3,High School,5,9000.0,52,49,27,14,75,17,23,0,2.45,False
5440,Operations,Female,57,Technician,2024-05-01 08:03:05.556036,0,High School,5,5250.0,42,7,10,14,75,12,45,0,2.19,False
5441,Customer Support,Male,38,Engineer,2019-06-04 08:03:05.556036,5,Bachelor,5,9000.0,48,42,16,2,75,16,78,1,2.63,False
5442,Finance,Male,41,Technician,2017-03-18 08:03:05.556036,7,Master,2,4200.0,54,38,2,4,0,16,56,1,4.76,False
5443,IT,Male,53,Analyst,2021-02-23 08:03:05.556036,3,High School,2,4800.0,46,22,5,2,100,12,98,1,3.43,False
5444,Marketing,Female,32,Manager,2018-08-06 08:03:05.556036,6,High School,4,8400.0,41,4,8,11,100,13,65,0,4.03,False
5445,IT,Female,42,Specialist,2020-10-20 08:03:05.556036,3,Bachelor,4,6300.0,47,43,27,14,75,9,80,1,2.76,False
5446,Engineering,Male,57,Manager,2015-06-26 08:03:05.556036,9,High School,5,9000.0,34,49,2,8,100,11,49,1,4.73,False
5447,Engineering,Male,45,Analyst,2019-10-10 08:03:05.556036,4,Bachelor,5,6000.0,56,31,15,6,100,2,69,0,4.43,True
5448,Operations,Male,41,Manager,2022-03-23 08:03:05.556036,2,Bachelor,4,8400.0,37,42,25,10,100,12,65,1,4.31,False
5449,HR,Female,39,Specialist,2019-05-23 08:03:05.556036,5,High School,5,6750.0,33,6,6,1,100,3,37,1,2.63,False
5450,IT,Female,28,Developer,2022-04-11 08:03:05.556036,2,PhD,5,7500.0,35,39,26,5,100,7,92,1,2.31,False
5451,IT,Male,55,Technician,2017-09-27 08:03:05.556036,6,High School,4,4900.0,40,9,28,11,50,3,87,0,2.65,False
5452,Sales,Male,45,Developer,2020-12-06 08:03:05.556036,3,PhD,5,7500.0,59,24,20,8,0,15,2,1,4.74,False
5453,HR,Female,41,Technician,2023-07-09 08:03:05.556036,1,Bachelor,1,3850.0,51,15,8,4,50,3,88,1,1.5,False
5454,Customer Support,Female,54,Consultant,2019-06-19 08:03:05.556036,5,Bachelor,5,8250.0,49,13,15,3,25,9,35,2,2.96,False
5455,Legal,Male,28,Specialist,2024-08-06 08:03:05.556036,0,Bachelor,5,6750.0,50,41,19,5,0,14,14,0,3.77,True
5456,Finance,Female,55,Technician,2020-07-02 08:03:05.556036,4,Master,1,3850.0,50,41,28,3,25,11,12,0,2.4,True
5457,Engineering,Female,25,Technician,2019-03-13 08:03:05.556036,5,Master,4,4900.0,58,2,1,7,0,6,40,1,4.78,False
5458,HR,Other,41,Manager,2023-01-24 08:03:05.556036,1,Bachelor,1,6600.0,47,25,21,7,75,8,66,1,2.95,False
5459,Sales,Female,33,Consultant,2017-01-11 08:03:05.556036,7,Bachelor,4,7700.0,45,35,17,8,100,8,74,2,4.92,False
5460,Engineering,Female,22,Consultant,2021-09-16 08:03:05.556036,2,Bachelor,3,7150.0,39,4,0,4,25,5,42,0,4.43,False
5461,Operations,Female,39,Specialist,2024-01-08 08:03:05.556036,0,Master,5,6750.0,58,32,4,13,50,10,1,2,3.91,False
5462,Customer Support,Male,56,Specialist,2020-12-15 08:03:05.556036,3,Bachelor,1,4950.0,38,9,8,6,75,4,15,1,4.41,True
5463,IT,Female,55,Engineer,2021-12-12 08:03:05.556036,2,Bachelor,1,6600.0,47,33,13,3,75,16,64,2,2.81,True
5464,IT,Male,23,Developer,2022-07-19 08:03:05.556036,2,High School,1,5500.0,47,33,7,14,25,9,69,2,2.63,False
5465,Marketing,Male,33,Specialist,2024-07-05 08:03:05.556036,0,Master,4,6300.0,48,3,19,10,100,5,43,0,3.03,False
5466,Legal,Female,30,Analyst,2018-09-04 08:03:05.556036,6,Master,5,6000.0,48,2,8,7,100,11,58,1,2.09,False
5467,IT,Male,26,Engineer,2017-07-20 08:03:05.556036,7,High School,3,7800.0,47,22,6,4,50,12,54,1,3.79,False
5468,IT,Female,59,Manager,2021-12-07 08:03:05.556036,2,Bachelor,1,6600.0,43,4,19,14,25,19,26,2,4.26,False
5469,IT,Female,37,Analyst,2023-01-03 08:03:05.556036,1,Bachelor,4,5600.0,51,16,6,0,25,8,46,2,3.27,False
5470,Legal,Male,60,Engineer,2015-02-15 08:03:05.556036,9,High School,2,7200.0,36,9,1,3,100,9,20,1,4.42,False
5471,Marketing,Male,41,Developer,2020-12-30 08:03:05.556036,3,High School,1,5500.0,48,15,0,3,0,4,97,0,4.94,False
5472,Customer Support,Female,24,Technician,2021-03-10 08:03:05.556036,3,PhD,2,4200.0,40,46,27,4,0,18,9,1,2.45,False
5473,HR,Other,47,Consultant,2020-02-23 08:03:05.556036,4,PhD,3,7150.0,44,14,21,2,25,6,7,0,1.24,False
5474,Sales,Female,36,Manager,2023-10-05 08:03:05.556036,0,Master,5,9000.0,55,14,23,4,100,7,80,2,3.73,False
5475,Sales,Female,41,Specialist,2015-10-03 08:03:05.556036,8,Master,2,5400.0,52,28,18,4,0,13,96,1,1.29,False
5476,Sales,Male,60,Manager,2019-10-06 08:03:05.556036,4,High School,5,9000.0,55,44,17,4,75,4,16,0,3.76,True
5477,Finance,Male,39,Developer,2023-07-03 08:03:05.556036,1,Master,2,6000.0,38,31,3,10,100,8,80,2,3.48,False
5478,IT,Female,23,Technician,2019-06-17 08:03:05.556036,5,Bachelor,4,4900.0,40,27,0,11,0,13,35,2,1.86,False
5479,Legal,Male,40,Consultant,2017-08-13 08:03:05.556036,7,Bachelor,3,7150.0,31,1,25,0,100,15,62,0,4.82,False
5480,Customer Support,Female,58,Engineer,2017-08-21 08:03:05.556036,7,Master,4,8400.0,51,41,13,10,25,7,45,1,2.52,False
5481,Sales,Other,54,Analyst,2016-07-01 08:03:05.556036,8,Master,4,5600.0,44,41,9,6,0,5,15,2,2.3,False
5482,HR,Male,42,Technician,2016-06-09 08:03:05.556036,8,Bachelor,5,5250.0,30,6,22,2,0,15,60,0,2.65,False
5483,HR,Male,35,Consultant,2018-07-26 08:03:05.556036,6,Bachelor,2,6600.0,32,24,2,13,50,15,73,1,4.81,False
5484,Sales,Female,26,Manager,2022-05-20 08:03:05.556036,2,Bachelor,2,7200.0,36,3,23,5,0,15,43,2,4.94,False
5485,Sales,Male,25,Technician,2017-05-24 08:03:05.556036,7,High School,2,4200.0,51,49,15,6,50,7,53,2,1.56,False
5486,HR,Female,26,Manager,2017-06-26 08:03:05.556036,7,High School,2,7200.0,56,40,7,4,75,2,14,0,3.44,False
5487,Engineering,Male,29,Developer,2021-08-13 08:03:05.556036,3,Bachelor,4,7000.0,43,47,13,10,100,5,6,0,2.57,False
5488,Marketing,Male,55,Manager,2024-03-09 08:03:05.556036,0,Bachelor,1,6600.0,54,41,27,1,0,15,71,2,1.33,False
5489,Operations,Male,44,Developer,2016-07-16 08:03:05.556036,8,Bachelor,2,6000.0,44,27,3,12,0,14,20,0,4.43,False
5490,HR,Male,48,Specialist,2023-04-12 08:03:05.556036,1,Bachelor,1,4950.0,46,2,8,14,75,16,31,1,4.65,False
5491,Customer Support,Male,53,Consultant,2023-06-06 08:03:05.556036,1,Bachelor,3,7150.0,43,40,26,12,100,7,26,1,4.32,False
5492,Marketing,Male,37,Analyst,2015-02-17 08:03:05.556036,9,PhD,5,6000.0,55,41,9,12,100,9,24,1,3.21,False
5493,Operations,Female,37,Technician,2019-01-20 08:03:05.556036,5,Bachelor,4,4900.0,41,32,5,4,25,6,25,0,4.06,False
5494,Marketing,Female,50,Engineer,2016-09-08 08:03:05.556036,7,High School,4,8400.0,39,27,28,0,25,12,32,1,1.37,False
5495,Customer Support,Male,42,Developer,2021-06-28 08:03:05.556036,3,Bachelor,4,7000.0,46,22,28,10,50,15,18,1,4.43,False
5496,Finance,Female,22,Specialist,2015-03-31 08:03:05.556036,9,Master,5,6750.0,35,37,6,14,75,7,46,2,1.07,False
5497,Legal,Female,33,Consultant,2022-10-17 08:03:05.556036,1,High School,5,8250.0,54,24,27,0,25,15,54,0,1.27,False
5498,Customer Support,Male,59,Consultant,2017-02-26 08:03:05.556036,7,Bachelor,4,7700.0,49,32,16,2,100,7,82,2,2.84,False
5499,IT,Male,45,Specialist,2019-12-18 08:03:05.556036,4,Bachelor,1,4950.0,49,24,24,11,0,11,91,1,3.2,False
5500,Customer Support,Female,48,Specialist,2014-09-28 08:03:05.556036,9,Master,2,5400.0,35,16,12,4,100,14,19,2,4.35,False
5501,Finance,Male,24,Specialist,2020-07-02 08:03:05.556036,4,Bachelor,3,5850.0,31,44,13,12,75,13,68,2,1.78,False
5502,HR,Male,41,Manager,2018-07-22 08:03:05.556036,6,Master,3,7800.0,37,37,13,6,25,1,42,1,1.9,False
5503,Legal,Male,45,Developer,2024-07-27 08:03:05.556036,0,High School,4,7000.0,35,16,20,6,0,9,23,1,1.73,False
5504,Engineering,Female,44,Manager,2023-05-08 08:03:05.556036,1,High School,3,7800.0,36,28,9,0,75,18,45,2,4.02,False
5505,IT,Female,50,Specialist,2017-04-08 08:03:05.556036,7,High School,2,5400.0,33,43,2,14,0,15,83,2,2.55,False
5506,Finance,Female,27,Engineer,2016-10-13 08:03:05.556036,7,Bachelor,1,6600.0,32,16,17,8,25,17,69,2,2.43,True
5507,Sales,Female,25,Developer,2023-08-29 08:03:05.556036,1,Bachelor,3,6500.0,42,2,14,3,0,5,96,1,1.65,False
5508,Sales,Female,46,Specialist,2021-10-23 08:03:05.556036,2,Bachelor,5,6750.0,46,26,0,0,100,14,86,0,2.39,False
5509,IT,Female,35,Manager,2016-06-23 08:03:05.556036,8,Bachelor,4,8400.0,56,0,18,1,25,19,92,1,1.82,True
5510,Engineering,Male,35,Developer,2020-06-04 08:03:05.556036,4,Master,4,7000.0,60,39,5,9,25,13,49,0,3.14,False
5511,Sales,Female,40,Consultant,2020-09-06 08:03:05.556036,3,Bachelor,2,6600.0,51,17,9,11,0,14,57,1,3.78,False
5512,Sales,Male,35,Technician,2016-06-10 08:03:05.556036,8,Bachelor,2,4200.0,54,7,14,14,75,19,33,0,1.76,False
5513,Sales,Male,28,Developer,2017-09-05 08:03:05.556036,7,High School,2,6000.0,36,38,22,10,100,17,98,2,2.62,True
5514,IT,Female,38,Consultant,2016-09-20 08:03:05.556036,7,Bachelor,3,7150.0,45,37,15,0,50,5,57,2,3.99,False
5515,Operations,Female,44,Analyst,2017-03-01 08:03:05.556036,7,High School,1,4400.0,45,0,29,2,50,16,10,0,2.58,False
5516,Customer Support,Male,57,Analyst,2023-06-25 08:03:05.556036,1,PhD,3,5200.0,49,41,7,14,100,1,83,1,4.78,False
5517,Finance,Female,29,Engineer,2019-07-25 08:03:05.556036,5,Master,2,7200.0,57,49,26,10,75,6,30,0,1.43,False
5518,Legal,Male,33,Technician,2024-08-06 08:03:05.556036,0,Bachelor,4,4900.0,43,42,10,1,75,16,43,0,1.77,False
5519,Engineering,Female,37,Consultant,2022-09-26 08:03:05.556036,1,Bachelor,4,7700.0,37,13,9,2,0,8,90,2,2.92,False
5520,Engineering,Male,50,Technician,2020-07-07 08:03:05.556036,4,High School,1,3850.0,53,44,15,0,50,13,25,1,1.36,False
5521,Operations,Male,57,Engineer,2021-09-03 08:03:05.556036,3,Bachelor,3,7800.0,43,37,11,8,50,13,69,0,1.5,False
5522,IT,Female,31,Manager,2022-05-18 08:03:05.556036,2,Bachelor,3,7800.0,48,40,8,9,75,6,79,0,1.52,False
5523,HR,Female,37,Specialist,2021-04-06 08:03:05.556036,3,High School,2,5400.0,44,12,28,5,75,14,80,1,2.55,False
5524,HR,Male,38,Developer,2018-06-11 08:03:05.556036,6,Bachelor,2,6000.0,45,44,25,14,0,7,41,1,3.75,False
5525,HR,Male,58,Developer,2018-12-07 08:03:05.556036,5,High School,5,7500.0,44,5,23,14,0,3,1,0,1.18,False
5526,Operations,Male,50,Developer,2020-07-19 08:03:05.556036,4,Master,1,5500.0,37,29,11,1,100,18,9,1,4.84,False
5527,IT,Male,50,Consultant,2020-12-08 08:03:05.556036,3,Bachelor,4,7700.0,39,24,5,13,50,9,16,1,1.29,False
5528,Legal,Male,24,Engineer,2019-02-20 08:03:05.556036,5,Bachelor,1,6600.0,40,37,27,13,100,11,57,2,3.8,False
5529,Engineering,Female,53,Manager,2017-03-20 08:03:05.556036,7,High School,3,7800.0,54,0,1,10,100,6,25,1,2.87,False
5530,Finance,Male,28,Engineer,2016-07-01 08:03:05.556036,8,Bachelor,3,7800.0,37,14,24,1,25,6,67,2,1.86,False
5531,Engineering,Male,29,Consultant,2018-12-02 08:03:05.556036,5,Bachelor,2,6600.0,58,23,23,5,0,5,70,2,2.96,True
5532,Customer Support,Female,25,Manager,2019-03-21 08:03:05.556036,5,High School,5,9000.0,49,7,7,3,0,1,7,0,3.61,False
5533,HR,Female,60,Analyst,2021-05-23 08:03:05.556036,3,High School,1,4400.0,41,9,21,8,75,6,88,1,3.03,False
5534,Finance,Male,23,Developer,2020-06-20 08:03:05.556036,4,Bachelor,2,6000.0,47,36,15,11,50,9,68,0,1.05,False
5535,Finance,Female,57,Consultant,2023-11-06 08:03:05.556036,0,Bachelor,3,7150.0,45,17,5,5,0,14,57,0,3.5,False
5536,Sales,Male,45,Consultant,2014-10-25 08:03:05.556036,9,Bachelor,5,8250.0,34,40,27,4,0,16,7,2,4.66,False
5537,IT,Other,32,Technician,2019-03-20 08:03:05.556036,5,High School,4,4900.0,54,23,21,1,25,18,73,0,1.81,False
5538,Customer Support,Male,25,Manager,2024-05-14 08:03:05.556036,0,High School,1,6600.0,35,34,2,8,0,19,92,1,3.89,False
5539,Legal,Female,46,Manager,2016-03-28 08:03:05.556036,8,High School,5,9000.0,37,12,6,12,0,13,8,2,1.06,False
5540,IT,Other,59,Analyst,2020-07-02 08:03:05.556036,4,Bachelor,4,5600.0,47,46,29,0,0,2,91,2,4.42,False
5541,Legal,Male,36,Engineer,2019-06-06 08:03:05.556036,5,Master,1,6600.0,56,31,11,2,0,16,68,0,1.25,True
5542,Customer Support,Male,43,Manager,2018-04-19 08:03:05.556036,6,Master,2,7200.0,33,27,9,14,75,11,15,2,2.55,False
5543,IT,Female,41,Technician,2022-04-28 08:03:05.556036,2,Bachelor,3,4550.0,38,6,22,1,50,16,96,1,3.41,False
5544,Operations,Female,27,Consultant,2016-02-17 08:03:05.556036,8,High School,5,8250.0,58,22,14,9,75,1,21,1,2.56,True
5545,Sales,Male,34,Manager,2016-06-16 08:03:05.556036,8,Bachelor,4,8400.0,43,20,11,1,25,16,80,1,3.39,False
5546,Customer Support,Male,56,Specialist,2018-05-22 08:03:05.556036,6,High School,2,5400.0,53,14,18,8,50,19,77,2,4.15,False
5547,Sales,Male,52,Engineer,2018-08-25 08:03:05.556036,6,High School,1,6600.0,43,48,20,1,50,3,18,2,3.93,False
5548,Sales,Female,45,Consultant,2024-05-09 08:03:05.556036,0,Bachelor,2,6600.0,42,33,23,8,0,10,36,2,1.27,False
5549,Customer Support,Male,57,Consultant,2018-05-16 08:03:05.556036,6,PhD,3,7150.0,56,31,24,5,100,11,20,1,4.15,False
5550,Marketing,Female,59,Developer,2017-08-06 08:03:05.556036,7,Master,5,7500.0,50,16,21,2,50,10,76,1,4.39,False
5551,Operations,Female,56,Manager,2018-04-20 08:03:05.556036,6,PhD,5,9000.0,53,23,8,9,25,11,98,1,2.14,True
5552,HR,Male,44,Consultant,2019-12-21 08:03:05.556036,4,Bachelor,4,7700.0,43,29,28,11,50,15,54,1,2.58,False
5553,Operations,Male,46,Consultant,2020-05-11 08:03:05.556036,4,PhD,1,6050.0,42,10,6,8,0,19,47,1,2.51,False
5554,Sales,Male,28,Consultant,2016-12-02 08:03:05.556036,7,Master,5,8250.0,33,35,10,4,0,8,89,2,2.95,False
5555,Marketing,Female,42,Consultant,2017-12-26 08:03:05.556036,6,Bachelor,1,6050.0,34,33,18,10,100,15,55,1,2.8,False
5556,Finance,Male,50,Developer,2016-06-20 08:03:05.556036,8,Bachelor,2,6000.0,38,19,23,7,75,17,16,1,2.13,False
5557,Customer Support,Male,57,Technician,2023-11-01 08:03:05.556036,0,Master,3,4550.0,38,22,3,0,25,10,56,0,1.86,False
5558,Operations,Female,27,Consultant,2015-07-27 08:03:05.556036,9,Bachelor,5,8250.0,52,3,22,9,25,14,47,1,3.66,False
5559,Engineering,Female,35,Manager,2023-03-23 08:03:05.556036,1,Bachelor,1,6600.0,60,3,21,12,50,19,86,2,1.45,False
5560,Legal,Male,59,Technician,2023-08-02 08:03:05.556036,1,High School,3,4550.0,60,21,13,12,75,17,37,2,2.08,False
5561,IT,Male,52,Specialist,2021-09-15 08:03:05.556036,2,High School,1,4950.0,46,41,10,6,100,15,81,0,1.97,False
5562,Engineering,Female,26,Consultant,2019-03-11 08:03:05.556036,5,Master,1,6050.0,51,19,16,9,0,7,6,0,3.13,False
